レースID(新),馬番,前走補9,前走補正
202604190301040101,1,77.0,92.0
202604190301040102,2,85.0,97.0
202604190301040103,3,57.0,73.0
202604190301040104,4,72.0,84.0
202604190301040105,5,80.0,95.0
202604190301040106,6,82.0,94.0
202604190301040107,7,59.0,74.0
202604190301040108,8,65.0,82.0
202604190301040109,9,58.0,73.0
202604190301040110,10,80.0,95.0
202604190301040111,11,71.0,83.0
202604190301040112,12,73.0,89.0
202604190301040113,13,80.0,95.0
202604190301040114,14,59.0,74.0
202604190301040115,15,76.0,91.0
202604190301040116,16,74.0,89.0
202604190301040202,2,67.0,84.0
202604190301040203,3,73.0,90.0
202604190301040204,4,69.0,87.0
202604190301040205,5,70.0,87.0
202604190301040206,6,73.0,88.0
202604190301040207,7,60.0,75.0
202604190301040209,9,85.0,101.0
202604190301040210,10,73.0,89.0
202604190301040211,11,74.0,93.0
202604190301040212,12,48.0,65.0
202604190301040213,13,78.0,95.0
202604190301040214,14,42.0,57.0
202604190301040215,15,76.0,94.0
202604190301040301,1,75.0,94.0
202604190301040302,2,73.0,91.0
202604190301040303,3,51.0,69.0
202604190301040304,4,74.0,91.0
202604190301040305,5,68.0,86.0
202604190301040306,6,66.0,85.0
202604190301040307,7,80.0,98.0
202604190301040308,8,77.0,92.0
202604190301040310,10,63.0,82.0
202604190301040311,11,72.0,90.0
202604190301040312,12,77.0,94.0
202604190301040313,13,68.0,86.0
202604190301040314,14,68.0,86.0
202604190301040316,16,71.0,89.0
202604190301040401,1,24.0,39.0
202604190301040402,2,68.0,87.0
202604190301040403,3,78.0,97.0
202604190301040404,4,37.0,54.0
202604190301040407,7,76.0,91.0
202604190301040408,8,51.0,70.0
202604190301040409,9,81.0,96.0
202604190301040410,10,77.0,94.0
202604190301040411,11,78.0,95.0
202604190301040412,12,59.0,77.0
202604190301040413,13,1.0,19.0
202604190301040414,14,48.0,66.0
202604190301040415,15,70.0,88.0
202604190301040501,1,53.0,68.0
202604190301040502,2,73.0,90.0
202604190301040503,3,65.0,81.0
202604190301040504,4,81.0,97.0
202604190301040505,5,74.0,89.0
202604190301040506,6,78.0,92.0
