レースID(新),馬番,前走補9,前走補正
202606200201030102,2,60.0,75.0
202606200201030104,4,84.0,99.0
202606200201030105,5,79.0,94.0
202606200201030107,7,78.0,93.0
202606200201030108,8,75.0,92.0
202606200201030109,9,77.0,92.0
202606200201030110,10,74.0,86.0
202606200201030112,12,80.0,95.0
202606200201030113,13,64.0,79.0
202606200201030114,14,79.0,94.0
202606200201030115,15,66.0,81.0
202606200201030116,16,84.0,99.0
202606200201030201,1,68.0,85.0
202606200201030202,2,64.0,81.0
202606200201030205,5,66.0,84.0
202606200201030206,6,71.0,87.0
202606200201030207,7,78.0,96.0
202606200201030208,8,81.0,99.0
202606200201030209,9,59.0,78.0
202606200201030210,10,77.0,93.0
202606200201030211,11,76.0,92.0
202606200201030212,12,77.0,95.0
202606200201030213,13,42.0,60.0
202606200201030214,14,71.0,88.0
202606200201030301,1,79.0,98.0
202606200201030302,2,79.0,96.0
202606200201030303,3,74.0,91.0
202606200201030304,4,66.0,83.0
202606200201030305,5,72.0,90.0
202606200201030306,6,75.0,93.0
202606200201030307,7,66.0,85.0
202606200201030308,8,76.0,95.0
202606200201030309,9,67.0,83.0
202606200201030310,10,71.0,90.0
202606200201030311,11,45.0,63.0
202606200201030312,12,75.0,94.0
202606200201030313,13,72.0,91.0
202606200201030314,14,77.0,96.0
202606200201030315,15,64.0,83.0
202606200201030316,16,44.0,63.0
202606200201030401,1,71.0,89.0
202606200201030402,2,68.0,87.0
202606200201030406,6,71.0,89.0
202606200201030407,7,79.0,95.0
202606200201030409,9,72.0,91.0
202606200201030410,10,56.0,74.0
202606200201030411,11,74.0,92.0
202606200201030412,12,73.0,91.0
202606200201030413,13,72.0,88.0
202606200201030701,1,70.0,89.0
202606200201030702,2,57.0,76.0
202606200201030703,3,84.0,102.0
202606200201030704,4,8.0,26.0
202606200201030705,5,80.0,97.0
202606200201030706,6,77.0,96.0
202606200201030707,7,67.0,84.0
202606200201030708,8,79.0,97.0
202606200201030709,9,28.0,46.0
202606200201030710,10,75.0,90.0
202606200201030711,11,76.0,95.0
202606200201030712,12,73.0,89.0
202606200201030713,13,67.0,84.0
202606200201030714,14,79.0,96.0
202606200201030715,15,80.0,98.0
202606200201030716,16,76.0,93.0
202606200201030801,1,60.0,70.0
202606200201030802,2,45.0,50.0
202606200201030803,3,70.0,79.0
202606200201030806,6,83.0,92.0
202606200201030807,7,85.0,89.0
202606200201030808,8,68.0,77.0
202606200201030809,9,86.0,91.0
202606200201030811,11,71.0,80.0
202606200201030812,12,71.0,80.0
202606200201030901,1,91.0,88.0
202606200201030902,2,97.0,102.0
202606200201030904,4,67.0,76.0
202606200201030905,5,86.0,84.0
202606200201030907,7,86.0,91.0
202606200201030908,8,54.0,59.0
202606200201030909,9,96.0,101.0
202606200201030911,11,93.0,98.0
202606200201031002,2,88.0,96.0
202606200201031003,3,79.0,98.0
202606200201031004,4,86.0,91.0
202606200201031005,5,87.0,95.0
202606200201031006,6,87.0,96.0
202606200201031007,7,78.0,87.0
202606200201031008,8,87.0,95.0
202606200201031101,1,85.0,85.0
202606200201031102,2,95.0,95.0
202606200201031103,3,91.0,91.0
202606200201031104,4,91.0,91.0
202606200201031105,5,86.0,86.0
202606200201031106,6,97.0,97.0
202606200201031107,7,85.0,85.0
202606200201031109,9,87.0,87.0
202606200201031110,10,91.0,86.0
202606200201031111,11,89.0,89.0
202606200201031112,12,94.0,99.0
202606200201031113,13,79.0,79.0
202606200201031114,14,92.0,92.0
202606200201031115,15,94.0,94.0
202606200201031116,16,98.0,98.0
202606200201031202,2,68.0,78.0
202606200201031203,3,82.0,92.0
202606200201031205,5,65.0,70.0
202606200201031206,6,90.0,108.0
202606200201031207,7,93.0,99.0
202606200201031208,8,78.0,87.0
202606200201031209,9,84.0,94.0
202606200201031210,10,87.0,97.0
202606200201031211,11,81.0,91.0
202606200503050101,1,65.0,83.0
202606200503050102,2,48.0,65.0
202606200503050105,5,75.0,92.0
202606200503050106,6,68.0,84.0
202606200503050107,7,72.0,88.0
202606200503050108,8,69.0,86.0
202606200503050109,9,65.0,79.0
202606200503050110,10,78.0,94.0
202606200503050111,11,66.0,84.0
202606200503050112,12,62.0,79.0
202606200503050113,13,74.0,91.0
202606200503050114,14,85.0,102.0
202606200503050115,15,38.0,56.0
202606200503050116,16,78.0,95.0
202606200503050201,1,82.0,98.0
202606200503050204,4,64.0,79.0
202606200503050205,5,69.0,85.0
202606200503050206,6,64.0,82.0
202606200503050207,7,80.0,96.0
202606200503050208,8,79.0,94.0
202606200503050209,9,73.0,88.0
202606200503050210,10,82.0,98.0
202606200503050212,12,66.0,83.0
202606200503050215,15,73.0,88.0
202606200503050216,16,44.0,59.0
202606200503050301,1,72.0,90.0
202606200503050302,2,78.0,83.0
202606200503050303,3,69.0,87.0
202606200503050305,5,78.0,95.0
202606200503050306,6,75.0,94.0
202606200503050307,7,81.0,99.0
202606200503050308,8,70.0,88.0
202606200503050310,10,79.0,96.0
202606200503050311,11,76.0,94.0
202606200503050312,12,74.0,91.0
202606200503050313,13,82.0,99.0
202606200503050314,14,71.0,90.0
202606200503050316,16,56.0,74.0
202606200503050605,5,86.0,103.0
202606200503050607,7,58.0,75.0
202606200503050611,11,63.0,81.0
202606200503050612,12,47.0,64.0
202606200503050613,13,50.0,69.0
202606200503050615,15,68.0,85.0
202606200503050701,1,59.0,77.0
202606200503050702,2,71.0,89.0
202606200503050704,4,48.0,67.0
202606200503050705,5,75.0,90.0
202606200503050707,7,80.0,96.0
202606200503050709,9,83.0,99.0
202606200503050710,10,80.0,96.0
202606200503050711,11,61.0,78.0
202606200503050712,12,75.0,91.0
202606200503050713,13,77.0,93.0
202606200503050714,14,71.0,88.0
202606200503050801,1,58.0,67.0
202606200503050802,2,85.0,94.0
202606200503050803,3,83.0,102.0
202606200503050805,5,87.0,93.0
202606200503050806,6,75.0,84.0
202606200503050807,7,77.0,95.0
202606200503050808,8,82.0,90.0
202606200503050809,9,87.0,95.0
202606200503050810,10,85.0,94.0
202606200503050811,11,83.0,80.0
202606200503050812,12,87.0,105.0
202606200503050813,13,82.0,100.0
202606200503050814,14,87.0,92.0
202606200503050815,15,71.0,76.0
202606200503050816,16,91.0,88.0
202606200503050901,1,91.0,91.0
202606200503050903,3,96.0,96.0
202606200503050904,4,85.0,85.0
