レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041203010201,2026.4.12,日,福島,1福2,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
6,,11,,,,,エアトベーレ,,牝,3,3,3,22,中京,D,1800,良,3,1,未勝利・牝,38.0,先行,6,2,10,東京,D,1600,稍,4,2,未勝利・牝,38.5,先行,2,1,25,小倉,D,1700,良,2,2,未勝利・牝,38.8,先行,6,12,14,中京,D,1800,稍,2,10,未勝利・牝*,38.5,差し,4,11,15,福島,T,2000,良,11,7,新馬,36.5,後方,初
7,,12,,,,,ドルマバフチェ,,牝,3,7,2,22,小倉,D,1700,良,外,--,未勝利・牝,----,,3,1,31,東京,D,1400,良,10,5,未勝利・牝,38.9,中団,10,11,24,東京,T,1400,良,6,5,未勝利*,34.4,中団,3,11,1,東京,T,1400,稍,3,5,未勝利*,34.0,先行,9,8,31,新潟,T,1400,良,3,11,未勝利*,35.7,差し,8
7,,13,,,,,シンデレラガール,,牝,3,3,3,22,中京,T,1600,良,3,7,未勝利,35.5,逃げ,13,12,20,中京,T,1600,稍,15,7,未勝利・牝*,37.1,先行,連,12,13,中京,T,1600,良,3,7,未勝利*,35.5,逃げ,3,11,22,福島,T,1800,良,7,12,未勝利*,36.1,逃げ,12,8,30,札幌,T,1800,稍,5,3,未勝利*,38.6,先行,2
8,,14,,,,,アーティラリー,,牝,3,4,3,15,中山,D,1800,良,5,7,未勝利・牝,39.9,中団,12,12,20,中山,D,1800,良,7,8,未勝利・牝*,41.2,先行,4,11,22,福島,D,1700,良,5,3,未勝利・牝*,39.7,中団,2,11,8,福島,D,1700,良,3,3,未勝利・牝*,39.3,先行,4,10,13,東京,D,1600,良,3,7,未勝利・牝*,39.0,差し,3
8,,15,,,,,ノヴァキュライト,,牝,3,16,12,20,阪神,D,1800,良,15,10,新馬,44.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041203010202,2026.4.12,日,福島,1福2,2,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,10:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,テイエムリチャード,,牝,3,10,2,1,小倉,D,1700,良,13,13,未勝利,41.6,中団,11,11,15,京都,T,1600,良,17,14,新馬・牝,38.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ブレイブキトゥン,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
