レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092006040601,2026.9.20,日,中山,4中6,1,,未勝利,ダート,1800,,4,良(暫定),曇(暫定),16,10:00,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,イカルステソーロ,,牡,2,3,8,30,新潟,T,2000,良,6,2,未勝利*,37.1,逃げ,2,8,15,新潟,T,1800,良,4,7,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,アイビークロノス,,牡,2,5,8,16,中京,D,1400,良,6,6,新馬,39.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,コスモセイント,,牡,2,3,8,29,札幌,D,1700,稍,11,11,新馬,40.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ノシェリー,,牡,2,8,7,25,新潟,T,1800,良,3,3,未勝利*,33.1,先行,3,7,5,福島,T,2000,良,4,7,新馬,36.3,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,サイモントレノ,,牡,2,2,9,6,中山,D,1800,不,8,10,新馬,41.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,オーケーエース,,牡,2,4,8,22,新潟,D,1800,良,6,2,未勝利*,42.3,逃げ,7,7,4,福島,D,1700,重,4,3,新馬,39.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ゴルトシェーン,,牡,2,3,8,30,新潟,D,1800,良,6,5,新馬,40.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ウィンターブリーズ,,牡,2,11,7,4,福島,T,1800,稍,2,1,未勝利*,35.6,先行,4,6,6,東京,T,1600,良,2,3,新馬,33.7,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,リュウノタキノボリ,,牡,2,3,8,29,札幌,D,1700,稍,3,12,新馬,38.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ニシノツムジカゼ,,牡,2,4,8,22,新潟,D,1800,良,3,6,未勝利*,40.3,先行,9,6,21,東京,T,1800,稍,7,12,新馬,34.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ニシノハクシャ,,牡,2,2,9,6,中山,D,1800,不,7,11,新馬,39.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,サスケソルトバーン,,牡,2,2,9,5,中山,D,1800,重,4,9,未勝利*,39.6,追込,5,8,2,新潟,D,1800,良,8,12,新馬,41.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ミクニルミナス,,牡,2,8,7,26,新潟,T,1600,良,8,5,新馬,35.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
