レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032806030101,2026.3.28,土,中山,3中1,1,,未勝利,ダート,1200,,2,重(暫定),晴(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ジェイエルグリーン,牝,3,9,41.5, ,105,5,55,,,横山和生,(美),平岩大典,アニマルキングダム,バゴ,,ナスルーラ系,2,28,2中1,5,未勝利,ダ,1800,重,,横山,55.0,,7,66.4,5,4.1,14,9,9,4,3,37.90,40.9,8,パラダイスフェイス
1,,2,シシリアンキッス,牝,3,14,90.3, , 82,10,55,,*,小林脩斗,(美),佐藤吉勝,イスラボニータ,ヴィクトワールピサ,,ロイヤルチャージャー系,1,11,1中4,14,未勝利・牝,ダ,1800,良,,菊沢,55.0,,13,285.3,16,8.6,13,11,10,14,16,39.45,46.6,16,ノーブルクラウド
2,,3,ニシノギャルズ,牝,3,7,19.1, ,101,7,55,,,武藤雅,(美),水野貴広,セイウンコウセイ,コロナドズクエスト,,ネイティヴダンサー系,3,7,2中3,17,未勝利・牝,ダ,1200,重,,武藤,55.0,,9,78.1,4,1.0,6,,,3,3,34.20,38.1,6,トモジャオーリー
2,,4,ラブカニュー,牝,3,16,124.1, , 83,9,55,,*,秋山稔樹,(美),蛯名利弘,ニューイヤーズデイ,キングカメハメハ,,ネイティヴダンサー系,1,10,1中3,初,新馬・牝,ダ,1800,良,,江田,55.0,,12,152.1,12,5.4,10,11,11,10,11,39.90,44.7,12,ガーヴィ
3,,5,アインプロージット,牝,3,11,56.6, ,  0,,55,,,佐々木大,(美),萩原清,クリソベリル,Shamardal,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,オーシャンステラ,牝,3,3,12.8, , 80,11,52,▲,*,石田拓郎,(美),菊沢隆徳,ゴールドシップ,"Seeking the Gold",,ネイティヴダンサー系,1,17,1中6,11,菜の花賞･1勝,芝,1600,良,,菊沢,55.0,,8,123.3,8,0.6,5,,7,8,7,36.42,34.3,2,アメティスタ
4,,7,アイムインディ,牝,3,1,1.6, ,113,2,55,,*,ルメール,(美),蛯名正義,インディチャンプ,"Invincible Spirit",,ニアークティック系,3,7,2中3,3,未勝利・牝,ダ,1200,重,,武豊,55.0,,3,4.1,2,0.6,3,,,1,1,34.00,37.9,4,トモジャオーリー
4,,8,キタノエンブラ,牝,3,15,120.5, ,  0,,52,▲,,上里直汰,(美),萱野浩二,ハッピースプリント,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,マジェステラ,牝,3,2,5.5, ,116,1,55,,,ディー,(美),千葉直人,ディーマジェスティ,Henrythenavigator,,ネイティヴダンサー系,3,14,1名1,3,未勝利,ダ,1200,良,B,ディ,55.0,,7,17.2,2,0.0,5,,,2,2,35.70,37.5,4,ゴーゴーパンチ
5,,10,ミュージックレイン,牝,3,5,16.3, ,107,3,55,,,江田照男,(美),村田一誠,マテラスカイ,タニノギムレット,,ロイヤルチャージャー系,12,13,5中3,5,未勝利・牝*,ダ,1200,良,,江田,55.0,,5,9.0,7,1.1,5,,,1,1,34.30,40.3,11,ベアアッコチャン
6,,11,マリノレーヴェ,牝,3,4,15.4, ,107,3,55,,,横山琉人,(美),鈴木慎太,マテラスカイ,ヴィクトワールピサ,,ロイヤルチャージャー系,1,4,1中1,2,未勝利・牝,ダ,1200,稍,,横山,55.0,,2,7.1,8,1.6,2,,,10,9,35.00,39.3,6,フュルスティン
6,,12,ゴーゴーマンゴー,牝,3,10,46.0, , 85,8,53,△,*,長浜鴻緒,(美),田村康仁,カリフォルニアクローム,"Street Boss",,ネイティヴダンサー系,12,6,5中1,初,新馬,ダ,1200,良,,舟山,52.0,▲,11,58.7,15,5.5,15,,,15,15,38.50,40.1,15,トワイライトサイト
7,,13,アシャカロッケ,牝,3,12,64.6, ,  0,,55,,,黛弘人,(美),鈴木伸尋,シニスターミニスター,"Bluegrass Cat",ナスルーラ系,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,カプリースカラー,牝,3,6,17.9, ,103,6,55,,*,丹内祐次,(美),金成貴史,ホークビル,ジャングルポケット,,ナスルーラ系,2,28,2中1,3,未勝利・牝,ダ,1200,重,,戸崎,55.0,,8,35.6,5,0.5,7,,,7,7,35.20,37.1,2,タヤスロレンヌ
8,,15,タカラエイティ,牝,3,13,79.8, ,  0,,52,▲,,遠藤汰月,(美),堀内岳志,リアルスティール,ヨハネスブルグ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,パストゥザスターズ,牝,3,8,30.4, ,  0,,55,,,菊沢一樹,(美),水野貴広,ルーラーシップ,ディープインパクト,ネイティヴダンサー系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032806030102,2026.3.28,土,中山,3中1,2,,未勝利,ダート,1800,,4,重(暫定),晴(暫定),16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ピグマリオン,牡,3,14,65.8, , 91,10,57,,*,黛弘人,(美),室井潔,アメリカンペイトリオット,ディープインパクト,,ロイヤルチャージャー系,3,14,2中5,7,未勝利,ダ,1200,良,,佐々,57.0,,9,67.6,14,2.5,13,,,11,11,35.30,39.0,11,ミルトハーバー
1,,2,タニセンローマ,牡,3,7,16.7, ,104,5,57,,*,横山琉人,(美),斎藤誠,シャンハイボビー,シンボリクリスエス,,ロイヤルチャージャー系,2,28,2中1,2,未勝利,ダ,1800,重,,岩田,57.0,,7,70.0,3,0.9,6,1,1,1,2,37.70,40.3,6,インディヴァイン
2,,3,セニング,牝,3,6,14.5, ,106,3,55,,,田辺裕信,(美),深山雅史,ニューイヤーズデイ,ジャスタウェイ,,,3,8,2中4,15,未勝利・牝,ダ,1800,稍,,田辺,55.0,,10,33.0,3,0.5,9,3,2,3,2,38.20,42.0,9,ステイグローリアス
2,,4,ターフクリスタル,牡,3,10,42.0, , 86,14,57,,,石橋脩,(美),矢野英一,インカンテーション,サクラローレル,,ナスルーラ系,3,15,2中6,7,未勝利,ダ,1800,良,,石橋,57.0,,16,312.7,12,3.8,16,9,10,15,15,39.30,39.6,8,タケルムサシ
3,B,5,ツキノコブネ,牡,3,16,105.8, , 83,16,57,,,菅原隆一,(美),小手川準,タリスマニック,オルフェーヴル,,,3,21,1名3,連,未勝利,ダ,1900,良,B,菅原,57.0,,13,340.9,12,4.3,13,13,13,13,13,39.42,41.3,12,セルジュバローズ
