年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260828,レッドモンレーヴ,65.2,48.0,31.2,15.1,17.2,16.8,16.1,15.1
20260828,プリムツァール,63.0,46.6,30.5,15.0,16.4,16.1,15.5,15.0
20260828,ホノボノ,69.6,51.0,33.4,16.8,18.6,17.6,16.6,16.8
20260828,サノノグレーター,68.6,49.7,32.2,15.9,18.9,17.5,16.3,15.9
20260828,アオイノリプー,69.9,51.0,33.5,16.8,18.9,17.5,16.7,16.8
20260828,ポテ,69.5,50.9,33.4,16.7,18.6,17.5,16.7,16.7
20260828,サードアイ,65.5,48.4,32.0,16.1,17.1,16.4,15.9,16.1
20260828,レイフロレット,69.7,50.6,33.4,16.7,19.1,17.2,16.7,16.7
20260828,ゲンパチルーナ,65.4,47.7,31.0,15.5,17.7,16.7,15.5,15.5
20260828,ブルバンビーナ,67.9,50.6,33.4,16.8,17.3,17.2,16.6,16.8
20260828,フレッシュラン,67.6,50.1,32.9,16.7,17.5,17.2,16.2,16.7
20260828,コパノヴィンセント,70.0,50.7,33.4,16.8,19.3,17.3,16.6,16.8
20260828,ミリオンクラウン,71.1,51.1,33.4,16.4,20.0,17.7,17.0,16.4
20260828,オートカリテ,64.6,47.8,31.5,16.2,16.8,16.3,15.3,16.2
20260828,レッドジェルブロワ,64.5,45.8,29.6,14.5,18.7,16.2,15.1,14.5
20260828,セットエトワール,62.6,46.1,30.2,15.3,16.5,15.9,14.9,15.3
20260828,コパノエイダン,74.0,53.5,34.1,16.6,20.5,19.4,17.5,16.6
20260828,ロジグローリー,65.3,47.7,31.6,16.0,17.6,16.1,15.6,16.0
20260828,ゴクラクチョウカ,70.5,51.8,33.8,16.6,18.7,18.0,17.2,16.6
20260828,フェアリースノー,68.3,50.8,33.4,17.0,17.5,17.4,16.4,17.0
20260828,マジックファイト,69.4,50.1,33.2,16.8,19.3,16.9,16.4,16.8
20260828,マイネルリシャール,64.7,48.3,31.4,14.9,16.4,16.9,16.5,14.9
20260828,チェスティーノ,65.8,48.8,32.7,16.6,17.0,16.1,16.1,16.6
20260828,ワンコール,65.5,47.7,31.5,15.9,17.8,16.2,15.6,15.9
20260828,タンゴバイラリン,65.4,48.5,32.6,16.1,16.9,15.9,16.5,16.1
20260828,ブルーダイヤシチー,67.4,50.0,33.5,16.8,17.4,16.5,16.7,16.8
20260828,マーガレットクレア,62.0,44.9,29.1,14.3,17.1,15.8,14.8,14.3
20260828,カラーオブサクセス,68.6,50.5,33.3,17.0,18.1,17.2,16.3,17.0
20260828,グラティアム,64.2,47.2,31.3,15.6,17.0,15.9,15.7,15.6
20260828,ワインダークシー,68.5,50.7,33.4,16.8,17.8,17.3,16.6,16.8
20260828,ビービーアジャイル,68.3,50.6,33.2,16.6,17.7,17.4,16.6,16.6
20260828,ヴァルカンテソーロ,63.4,46.0,30.2,15.0,17.4,15.8,15.2,15.0
20260828,ペタルズダンス,64.5,48.0,31.6,15.7,16.5,16.4,15.9,15.7
20260828,ゴーラッキー,61.0,44.4,29.3,14.5,16.6,15.1,14.8,14.5
20260828,サイレントキラー,63.9,46.1,30.0,15.0,17.8,16.1,15.0,15.0
20260828,スキエンティア,67.3,49.8,33.2,16.7,17.5,16.6,16.5,16.7
20260828,メイプルカモーン,68.4,50.7,33.4,16.8,17.7,17.3,16.6,16.8
