年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260501,ライヴスプーン,62.4,45.9,30.0,15.1,16.5,15.9,14.9,15.1
20260501,ユキマル,65.2,48.5,32.4,16.2,16.7,16.1,16.2,16.2
20260501,ハニーコム,64.1,46.3,30.4,15.3,17.8,15.9,15.1,15.3
20260501,ロードインフェルノ,67.4,50.3,33.6,16.9,17.1,16.7,16.7,16.9
20260501,アルヴィア,68.3,50.4,33.3,16.8,17.9,17.1,16.5,16.8
20260501,リポサンテ,62.5,45.6,29.9,15.2,16.9,15.7,14.7,15.2
20260501,コスタデラルス,65.5,48.2,32.0,15.9,17.3,16.2,16.1,15.9
20260501,シーグルロス,64.9,48.8,32.8,16.4,16.1,16.0,16.4,16.4
20260501,アイアンナックル,65.7,49.0,33.1,16.5,16.7,15.9,16.6,16.5
20260501,ベセル,64.1,47.0,30.7,15.2,17.1,16.3,15.5,15.2
20260501,トウシンライオット,66.3,49.7,33.5,16.5,16.6,16.2,17.0,16.5
20260501,プレースメント,64.1,46.4,30.1,14.8,17.7,16.3,15.3,14.8
20260501,イントゥゴールデン,61.6,45.9,30.8,15.7,15.7,15.1,15.1,15.7
20260501,アイムインディ,62.8,45.9,30.1,15.5,16.9,15.8,14.6,15.5
20260501,イソダ,64.3,48.1,31.9,16.0,16.2,16.2,15.9,16.0
20260501,リッチハンター,70.5,52.1,33.8,16.4,18.4,18.3,17.4,16.4
20260501,バグラダス,64.5,48.2,31.9,15.4,16.3,16.3,16.5,15.4
20260501,レイベリング,61.5,45.6,29.8,14.5,15.9,15.8,15.3,14.5
20260501,シリウスコルト,61.8,45.0,29.3,14.0,16.8,15.7,15.3,14.0
20260501,クレイヴィンオナー,65.1,48.4,32.1,15.9,16.7,16.3,16.2,15.9
20260501,エレクトリックブギ,61.5,45.4,29.9,14.4,16.1,15.5,15.5,14.4
20260501,ルカランフィースト,62.2,46.2,30.1,14.8,16.0,16.1,15.3,14.8
20260501,トロヴァトーレ,61.7,46.0,30.2,14.9,15.7,15.8,15.3,14.9
20260501,ヴァズレーヌ,63.9,47.3,31.2,15.1,16.6,16.1,16.1,15.1
20260501,ベネスピラ,61.4,45.8,29.9,15.0,15.6,15.9,14.9,15.0
20260501,サトノラポール,63.6,46.9,30.7,14.7,16.7,16.2,16.0,14.7
20260501,ピカピカサンダー,60.9,45.0,29.6,14.5,15.9,15.4,15.1,14.5
20260501,アイデアユー,62.8,46.4,31.1,15.7,16.4,15.3,15.4,15.7
20260501,キタノシオン,70.9,52.4,34.0,16.8,18.5,18.4,17.2,16.8
20260501,エクストラダーク,65.1,49.0,32.9,16.4,16.1,16.1,16.5,16.4
20260501,スチールギターラグ,63.0,46.7,30.7,15.0,16.3,16.0,15.7,15.0
20260501,グラティアム,64.3,47.9,32.0,15.8,16.4,15.9,16.2,15.8
20260501,メリティス,63.5,47.1,31.2,15.3,16.4,15.9,15.9,15.3
20260501,ヴァルカンテソーロ,64.8,48.5,32.4,16.1,16.3,16.1,16.3,16.1
20260501,ソフィア,62.2,46.0,30.5,14.9,16.2,15.5,15.6,14.9
20260501,ドナシュネル,66.0,49.2,32.8,16.6,16.8,16.4,16.2,16.6
20260501,ｼﾞｪﾝﾄﾙﾌｫｰｽの24,72.4,54.2,35.9,17.9,18.2,18.3,18.0,17.9
20260501,サパテアール,65.8,49.2,33.3,17.1,16.6,15.9,16.2,17.1
20260501,レガーロデルシエロ,72.6,53.8,35.8,17.9,18.8,18.0,17.9,17.9
20260501,ショウナンタハティ,67.9,50.2,33.1,16.0,17.7,17.1,17.1,16.0
20260501,ローズマイスター,61.5,45.0,29.9,15.0,16.5,15.1,14.9,15.0
20260501,トリプルコーク,61.5,45.6,29.8,15.0,15.9,15.8,14.8,15.0
20260501,カワイクテゴメン,68.3,50.6,33.2,16.6,17.7,17.4,16.6,16.6
20260501,レッドリアライズ,62.4,46.1,30.4,15.3,16.3,15.7,15.1,15.3
20260501,チームユートピア,66.8,49.3,32.5,16.0,17.5,16.8,16.5,16.0
20260501,オウケンサクラコ,63.3,47.2,31.7,16.0,16.1,15.5,15.7,16.0
20260501,モントゥリエ,66.8,49.6,32.5,15.9,17.2,17.1,16.6,15.9
20260501,ウィロークリーク,67.7,50.2,32.9,15.9,17.5,17.3,17.0,15.9
20260501,ギリーカラム,71.7,53.0,35.5,17.8,18.7,17.5,17.7,17.8
20260501,ガローファノ,61.9,45.4,29.9,14.8,16.5,15.5,15.1,14.8
20260501,レッドマスキュラー,65.6,48.9,31.9,15.5,16.7,17.0,16.4,15.5
20260501,デスティネ,69.1,51.0,34.2,16.8,18.1,16.8,17.4,16.8
20260501,タケルゴールド,72.2,53.3,35.1,17.4,18.9,18.2,17.7,17.4
20260501,ラヴスコール,68.5,50.4,33.4,16.3,18.1,17.0,17.1,16.3
20260501,スプレーフォール,70.4,51.8,34.0,16.9,18.6,17.8,17.1,16.9
20260501,ラブリーガール,76.7,55.3,35.5,17.0,21.4,19.8,18.5,17.0
20260501,トニケンサンバ,69.8,51.0,33.4,16.4,18.8,17.6,17.0,16.4
20260501,ハルノアラシ,69.8,52.0,34.7,17.7,17.8,17.3,17.0,17.7
20260501,セントリアン,70.4,52.6,35.2,17.6,17.8,17.4,17.6,17.6
20260501,アーリマックス,81.8,59.5,38.9,19.4,22.3,20.6,19.5,19.4
20260501,アテナガール,70.3,51.5,33.9,16.6,18.8,17.6,17.3,16.6
20260501,ブライトエアリー,69.9,51.1,33.9,16.7,18.8,17.2,17.2,16.7
20260501,ルージュカルデア,73.1,53.9,36.0,17.7,19.2,17.9,18.3,17.7
20260501,マジックオーラ,84.5,63.2,41.9,21.3,21.3,21.3,20.6,21.3
20260501,シンギュラリティ,70.8,51.8,34.6,17.1,19.0,17.2,17.5,17.1
20260501,トーセンアミューズ,72.0,53.2,35.0,17.3,18.8,18.2,17.7,17.3
20260501,デアトゥバトル,70.6,52.1,34.8,17.7,18.5,17.3,17.1,17.7
20260501,コスモペンタス,70.3,51.7,34.1,16.8,18.6,17.6,17.3,16.8
20260501,ルプルミエラムール,72.6,53.3,35.8,17.5,19.3,17.5,18.3,17.5
20260501,ロジアコース,67.6,50.3,32.8,15.9,17.3,17.5,16.9,15.9
20260501,アイディザーブ,67.3,50.1,32.7,15.8,17.2,17.4,16.9,15.8
20260501,カリーシ,59.6,44.1,29.8,14.9,15.5,14.3,14.9,14.9
20260501,ディアボリカドンナ,66.0,48.9,32.3,15.9,17.1,16.6,16.4,15.9
20260501,バーニングフレーム,72.1,53.6,35.4,17.7,18.5,18.2,17.7,17.7
20260501,パシーヴ,68.5,51.0,33.9,17.0,17.5,17.1,16.9,17.0
20260501,マイネルアウルム,70.3,51.8,33.6,16.3,18.5,18.2,17.3,16.3
20260501,ハピナスター,69.5,52.2,35.0,17.4,17.3,17.2,17.6,17.4
20260501,モストロ,69.4,51.4,34.1,16.9,18.0,17.3,17.2,16.9
20260501,エメラルファイン,66.5,49.3,33.2,16.5,17.2,16.1,16.7,16.5
20260501,パータリプトラ,65.7,48.8,32.6,16.3,16.9,16.2,16.3,16.3
20260501,リアアーテシアン,64.4,48.2,31.9,16.0,16.2,16.3,15.9,16.0
20260501,カシマライフウ,67.7,49.6,33.3,16.9,18.1,16.3,16.4,16.9
20260501,ゴーゴーマンゴー,71.8,52.8,34.6,17.4,19.0,18.2,17.2,17.4
20260501,ノボリフジ,71.7,53.2,35.5,17.5,18.5,17.7,18.0,17.5
20260501,パッセージピーク,70.4,51.5,33.7,16.6,18.9,17.8,17.1,16.6
20260501,クムシラコ,70.1,50.9,33.2,16.2,19.2,17.7,17.0,16.2
20260501,サイモンプレジール,61.3,45.7,30.4,14.9,15.6,15.3,15.5,14.9
20260501,エクセルゴールド,71.1,52.9,35.1,17.6,18.2,17.8,17.5,17.6
20260501,ゴールドシャーク,73.8,54.8,36.3,18.1,19.0,18.5,18.2,18.1
20260501,バム,70.2,51.7,33.9,16.8,18.5,17.8,17.1,16.8
20260501,スピアッジャローザ,66.5,48.6,32.2,15.8,17.9,16.4,16.4,15.8
20260501,リッキースタイル,73.7,54.7,36.0,18.0,19.0,18.7,18.0,18.0
20260501,スマイルディシー,66.7,48.8,32.1,16.4,17.9,16.7,15.7,16.4
20260501,アセンブリールーム,66.9,48.8,31.9,15.7,18.1,16.9,16.2,15.7
20260501,アレクレア,68.9,50.5,33.1,16.1,18.4,17.4,17.0,16.1
20260501,タフバディ,71.9,53.3,35.6,17.9,18.6,17.7,17.7,17.9
20260501,ベアブルージュ,70.3,51.2,33.6,16.5,19.1,17.6,17.1,16.5
20260501,キタノアヤカ,71.5,51.7,33.7,16.8,19.8,18.0,16.9,16.8
20260501,エルミー,66.3,48.9,32.4,16.4,17.4,16.5,16.0,16.4
20260501,フキョウワオン,67.0,50.4,33.6,16.9,16.6,16.8,16.7,16.9
20260501,トワイライトビュー,66.5,50.4,33.7,16.9,16.1,16.7,16.8,16.9
20260501,コスモラムバック,71.0,53.0,35.3,17.8,18.0,17.7,17.5,17.8
20260501,ファナティカル,66.3,48.4,32.2,16.3,17.9,16.2,15.9,16.3
20260501,シャインアルプス,68.0,50.2,33.2,16.6,17.8,17.0,16.6,16.6
20260501,ｵｰﾙﾌﾟﾘｭﾈﾙの24,69.8,52.5,35.2,17.6,17.3,17.3,17.6,17.6
20260501,スペルキャスター,66.3,49.1,32.8,16.4,17.2,16.3,16.4,16.4
20260501,リバートゥルー,69.2,51.5,33.9,16.7,17.7,17.6,17.2,16.7
20260501,シェットランド,66.4,49.5,33.2,16.6,16.9,16.3,16.6,16.6
20260501,サンカルミア,65.7,48.4,31.8,15.7,17.3,16.6,16.1,15.7
20260501,タイセイアディクト,69.6,49.5,32.4,15.9,20.1,17.1,16.5,15.9
20260501,ジロラータ,65.9,49.2,33.1,16.6,16.7,16.1,16.5,16.6
20260501,パッションリッチ,66.7,49.8,33.4,16.6,16.9,16.4,16.8,16.6
20260501,セギレエルビエント,67.2,48.9,31.6,15.6,18.3,17.3,16.0,15.6
20260501,カゼノタカトシ,65.8,48.6,32.3,16.3,17.2,16.3,16.0,16.3
20260501,キカオクベシ,67.6,49.3,32.0,16.0,18.3,17.3,16.0,16.0
20260501,オーキッドワン,68.1,50.5,33.4,16.7,17.6,17.1,16.7,16.7
20260501,フッカツノジャンボ,69.9,51.8,33.8,16.9,18.1,18.0,16.9,16.9
20260501,ウィザードオブマリ,67.6,50.5,32.9,16.3,17.1,17.6,16.6,16.3
20260501,アラムベイ,69.7,50.2,32.8,0.0,19.5,17.4,0.0,0.0
20260501,スミレノハナ,79.8,60.2,41.0,20.9,19.6,19.2,20.1,20.9
20260501,マーゴットサンズ,67.0,48.6,31.3,15.3,18.4,17.3,16.0,15.3
20260501,ポッドデスペア,64.7,47.3,31.5,15.9,17.4,15.8,15.6,15.9
20260501,リフレックス,67.6,49.4,32.7,16.0,18.2,16.7,16.7,16.0
20260501,ニシノアオニヨシ,66.5,48.9,32.4,15.9,17.6,16.5,16.5,15.9
20260501,グラスベリー,70.2,51.3,33.7,16.6,18.9,17.6,17.1,16.6
20260501,コスモアマデウス,65.7,48.9,32.3,16.0,16.8,16.6,16.3,16.0
20260501,フタイテンロック,67.0,49.7,33.2,16.3,17.3,16.5,16.9,16.3
20260501,ビアフォーナウ,69.6,51.6,33.4,16.5,18.0,18.2,16.9,16.5
20260501,ヘデントール,71.4,52.5,34.5,16.9,18.9,18.0,17.6,16.9
20260501,アルセナール,70.6,52.2,34.8,17.2,18.4,17.4,17.6,17.2
20260501,ウィンターベル,68.3,50.5,33.5,16.5,17.8,17.0,17.0,16.5
20260501,ロッシニアーナ,70.9,51.9,34.4,17.2,19.0,17.5,17.2,17.2
20260501,ピコパープル,66.9,49.5,33.0,16.3,17.4,16.5,16.7,16.3
20260501,ブルーサーマル,67.5,49.5,31.9,15.5,18.0,17.6,16.4,15.5
20260501,ツイスティドシルク,75.9,55.6,37.2,18.9,20.3,18.4,18.3,18.9
20260501,クッカユフラ,68.7,50.1,33.1,16.2,18.6,17.0,16.9,16.2
20260501,ミツカネベネラ,62.9,46.6,30.9,15.3,16.3,15.7,15.6,15.3
20260501,サトノヴァンクル,69.9,51.0,34.1,16.9,18.9,16.9,17.2,16.9
20260501,マイネルミストラル,64.7,48.3,32.1,15.9,16.4,16.2,16.2,15.9
20260501,フローライト,67.1,49.8,33.3,16.5,17.3,16.5,16.8,16.5
20260501,ホウオウデンファレ,65.9,49.7,33.5,16.9,16.2,16.2,16.6,16.9
20260501,フレアリングベリー,67.6,49.7,32.1,15.6,17.9,17.6,16.5,15.6
20260501,クラウドセイル,71.4,52.0,33.3,16.3,19.4,18.7,17.0,16.3
20260501,オクタヴィアヌス,72.1,53.3,35.0,17.1,18.8,18.3,17.9,17.1
20260501,クロシェットノエル,72.9,53.8,35.4,17.6,19.1,18.4,17.8,17.6
20260501,レイククレセント,70.0,51.1,32.9,15.9,18.9,18.2,17.0,15.9
20260501,チェルヴィニア,71.1,53.2,35.1,17.2,17.9,18.1,17.9,17.2
20260501,ガールネクストドア,69.7,50.9,33.2,16.3,18.8,17.7,16.9,16.3
20260501,ノクターン,71.9,53.1,35.3,17.3,18.8,17.8,18.0,17.3
20260501,ポッポノフェスタ,70.9,51.7,33.3,16.2,19.2,18.4,17.1,16.2
20260501,ザローズハーツ,70.3,51.6,33.4,16.1,18.7,18.2,17.3,16.1
20260501,モリノアミーゴ,63.7,47.9,32.1,16.1,15.8,15.8,16.0,16.1
20260501,ブラックジェダイト,67.6,49.0,32.0,15.9,18.6,17.0,16.1,15.9
20260501,リオンアンサー,71.5,52.8,35.2,18.1,18.7,17.6,17.1,18.1
20260501,スティールシップ,72.3,52.9,34.2,16.5,19.4,18.7,17.7,16.5
20260501,エアサロメ,67.6,49.3,31.7,15.5,18.3,17.6,16.2,15.5
20260501,アジュアカレンツ,65.5,47.9,31.6,15.7,17.6,16.3,15.9,15.7
20260501,リアルパラダイス,65.1,47.8,32.0,15.6,17.3,15.8,16.4,15.6
20260501,シルバープレミア,65.3,47.6,31.5,15.4,17.7,16.1,16.1,15.4
20260501,ブライスフェアリー,71.4,51.2,32.8,15.9,20.2,18.4,16.9,15.9
20260501,アシタバスピリッツ,66.0,47.7,31.4,15.5,18.3,16.3,15.9,15.5
20260501,ヴァロアーク,70.0,51.6,34.2,16.7,18.4,17.4,17.5,16.7
20260501,サンダーストラック,68.2,50.0,32.9,16.3,18.2,17.1,16.6,16.3
20260501,カリボール,80.2,58.8,38.8,19.3,21.4,20.0,19.5,19.3
20260501,シルトホルン,67.9,50.5,33.0,15.7,17.4,17.5,17.3,15.7
20260501,テリオスサラ,67.7,49.7,32.9,15.9,18.0,16.8,17.0,15.9
20260501,ブレトワルダ,68.8,51.3,33.5,16.3,17.5,17.8,17.2,16.3
20260501,シュラフ,71.4,53.4,35.7,17.8,18.0,17.7,17.9,17.8
20260501,ライフゲート,65.9,48.7,32.1,15.9,17.2,16.6,16.2,15.9
20260501,キタノエピックアン,69.8,52.1,34.8,16.9,17.7,17.3,17.9,16.9
20260501,ハッピーカーン,64.9,46.6,31.2,15.6,18.3,15.4,15.6,15.6
20260501,タイキブリッツェン,64.7,47.5,31.1,15.5,17.2,16.4,15.6,15.5
20260501,プリプリプリン,65.5,48.7,32.1,15.4,16.8,16.6,16.7,15.4
20260501,スーパーガール,66.5,48.7,32.1,15.3,17.8,16.6,16.8,15.3
20260501,ダイユウサルターレ,65.1,46.8,31.2,15.7,18.3,15.6,15.5,15.7
20260501,ヘリテージブルーム,65.1,47.8,31.4,15.6,17.3,16.4,15.8,15.6
20260501,イセッセイ,69.9,50.3,32.7,15.8,19.6,17.6,16.9,15.8
20260501,マイネルゼーロス,70.3,52.3,34.6,17.2,18.0,17.7,17.4,17.2
20260501,アイファーファイト,73.5,54.7,35.9,17.7,18.8,18.8,18.2,17.7
20260501,フルオール,62.8,46.5,30.8,15.0,16.3,15.7,15.8,15.0
20260501,サイモンカーチス,70.3,50.9,33.6,16.2,19.4,17.3,17.4,16.2
20260501,アサカラキング,63.0,46.7,30.8,15.0,16.3,15.9,15.8,15.0
20260501,ホークレア,65.6,48.2,31.4,15.2,17.4,16.8,16.2,15.2
20260501,アンゴラブラック,70.8,51.1,33.3,16.3,19.7,17.8,17.0,16.3
20260501,カフェブーケット,66.0,48.7,31.4,14.9,17.3,17.3,16.5,14.9
20260501,スチールナイト,64.9,47.7,31.4,15.4,17.2,16.3,16.0,15.4
20260501,カラクリスピリッツ,66.1,49.0,32.3,15.9,17.1,16.7,16.4,15.9
20260501,フレンチブラッサム,69.0,50.5,33.5,15.9,18.5,17.0,17.6,15.9
20260501,チャチャット,69.0,50.8,33.4,16.2,18.2,17.4,17.2,16.2
20260501,フレキシブル,66.5,49.4,33.1,16.5,17.1,16.3,16.6,16.5
20260501,ミセスジョーンズ,65.2,47.8,31.7,16.2,17.4,16.1,15.5,16.2
20260501,スカイレックス,64.1,47.3,31.6,15.6,16.8,15.7,16.0,15.6
20260501,ツインピークス,66.3,47.5,31.4,16.1,18.8,16.1,15.3,16.1
20260501,ガルダイア,62.5,45.5,30.3,15.0,17.0,15.2,15.3,15.0
20260501,セイウンアインス,57.8,41.5,26.6,12.6,16.3,14.9,14.0,12.6
20260501,マルプリ,66.5,48.3,31.9,15.7,18.2,16.4,16.2,15.7
20260501,レッドベルダンス,66.6,49.0,32.5,16.2,17.6,16.5,16.3,16.2
20260501,マクリール,68.9,51.1,34.4,17.2,17.8,16.7,17.2,17.2
20260501,ウルフマン,66.3,48.9,32.5,15.9,17.4,16.4,16.6,15.9
20260501,ウィルソンテソーロ,73.8,54.5,35.0,16.8,19.3,19.5,18.2,16.8
20260501,ブリスフルイヤー,71.6,52.3,34.4,16.5,19.3,17.9,17.9,16.5
20260501,サムハラ,71.9,52.4,34.1,16.3,19.5,18.3,17.8,16.3
20260501,ジュピターテソーロ,68.7,51.6,34.3,17.1,17.1,17.3,17.2,17.1
20260501,クレインヴォイス,62.3,46.6,30.9,15.2,15.7,15.7,15.7,15.2
20260501,マイネルカンパーナ,66.3,49.9,33.1,16.6,16.4,16.8,16.5,16.6
20260501,ドリーミングアップ,69.3,52.1,35.0,17.8,17.2,17.1,17.2,17.8
20260501,ラトルシェ,66.2,48.6,32.2,16.5,17.6,16.4,15.7,16.5
20260501,コンフィアンサ,65.6,47.6,31.5,15.3,18.0,16.1,16.2,15.3
20260501,ウールヴヘジン,64.7,48.1,32.1,16.1,16.6,16.0,16.0,16.1
20260501,ブレイブシュガー,69.9,51.7,34.0,17.0,18.2,17.7,17.0,17.0
20260501,ガーデンバイザベイ,60.4,45.4,30.8,15.3,15.0,14.6,15.5,15.3
20260501,トヨサカエ,73.3,54.4,36.5,18.4,18.9,17.9,18.1,18.4
20260501,ニットウライズ,66.4,49.0,32.5,16.6,17.4,16.5,15.9,16.6
20260501,グラスアロー,64.9,48.4,32.5,16.3,16.5,15.9,16.2,16.3
20260501,パンパネイラ,68.3,50.3,33.3,16.5,18.0,17.0,16.8,16.5
20260501,ルミエールノット,68.5,50.7,32.9,16.3,17.8,17.8,16.6,16.3
20260501,ヴァルツァーシャル,70.5,51.3,33.9,16.9,19.2,17.4,17.0,16.9
20260501,グランドカリナン,71.4,52.6,34.5,16.7,18.8,18.1,17.8,16.7
20260501,カピリナ,64.5,47.0,30.4,14.9,17.5,16.6,15.5,14.9
20260501,クイーンズワーフ,67.2,49.5,32.9,16.2,17.7,16.6,16.7,16.2
20260501,ビップチェイス,71.2,52.0,34.5,16.5,19.2,17.5,18.0,16.5
20260501,ヤマメキング,70.5,52.6,34.9,17.4,17.9,17.7,17.5,17.4
20260501,ビップムーラン,67.4,50.0,33.2,16.7,17.4,16.8,16.5,16.7
20260501,アサクサダイアナ,70.8,51.9,34.6,17.1,18.9,17.3,17.5,17.1
20260501,エタンセル,70.8,51.6,34.0,17.2,19.2,17.6,16.8,17.2
20260501,ブリックアブラック,70.5,51.4,34.1,16.7,19.1,17.3,17.4,16.7
20260501,ブレイクザアイス,64.1,47.3,31.3,15.3,16.8,16.0,16.0,15.3
20260501,エンファサイズ,53.2,39.8,26.5,13.6,13.4,13.3,12.9,13.6
20260501,マイネルケレリウス,63.3,46.5,30.8,15.5,16.8,15.7,15.3,15.5
20260501,サフランヒーロー,65.5,48.0,30.9,15.0,17.5,17.1,15.9,15.0
20260501,ゴールドスター,64.2,46.1,29.9,14.9,18.1,16.2,15.0,14.9
20260501,リーゼントジェイド,67.0,49.4,32.8,16.0,17.6,16.6,16.8,16.0
20260501,メリークリスマス,67.4,48.8,31.6,15.4,18.6,17.2,16.2,15.4
20260501,エンブロイダリー,65.4,48.3,31.1,14.8,17.1,17.2,16.3,14.8
20260501,ティラーノ,64.5,47.2,31.3,15.5,17.3,15.9,15.8,15.5
20260501,ルーリングクラス,64.9,48.0,31.1,15.5,16.9,16.9,15.6,15.5
20260501,サトノスターライト,64.3,47.1,30.8,14.9,17.2,16.3,15.9,14.9
20260501,ブルージンジャー,66.6,49.0,32.4,15.8,17.6,16.6,16.6,15.8
20260501,デアトゥノウ,69.2,50.4,32.6,15.8,18.8,17.8,16.8,15.8
20260501,ロードレスポンス,68.8,50.5,33.2,16.3,18.3,17.3,16.9,16.3
20260501,ウィナーズチェック,65.1,49.2,33.4,16.7,15.9,15.8,16.7,16.7
20260501,ノースブリッジ,69.4,51.3,33.6,16.5,18.1,17.7,17.1,16.5
20260501,ベルイストワール,65.5,48.1,31.2,15.0,17.4,16.9,16.2,15.0
20260501,ボーヌロマネ,71.9,52.9,34.9,16.9,19.0,18.0,18.0,16.9
20260501,カラヴァジェスティ,63.4,46.6,30.6,14.9,16.8,16.0,15.7,14.9
20260501,タビニュ,66.9,49.0,31.5,15.4,17.9,17.5,16.1,15.4
20260501,アグネスクレスト,65.4,48.9,32.1,16.2,16.5,16.8,15.9,16.2
20260501,アースインハマー,69.0,51.0,33.7,16.5,18.0,17.3,17.2,16.5
20260501,トーセンブリラーレ,68.5,50.4,33.7,17.1,18.1,16.7,16.6,17.1
20260501,サパテアール,63.7,47.5,31.9,15.9,16.2,15.6,16.0,15.9
20260501,スプレーフォール,64.7,48.1,31.4,15.9,16.6,16.7,15.5,15.9
20260501,トニケンサンバ,70.2,51.0,33.3,16.2,19.2,17.7,17.1,16.2
20260501,デルマエアロール,64.7,47.9,31.5,15.8,16.8,16.4,15.7,15.8
20260501,アテナガール,70.4,51.6,33.6,16.1,18.8,18.0,17.5,16.1
20260501,ブライトエアリー,65.2,48.2,31.7,16.0,17.0,16.5,15.7,16.0
20260501,イヌボウノシオカゼ,66.3,48.6,31.5,15.1,17.7,17.1,16.4,15.1
20260501,シンギュラリティ,70.4,51.2,33.2,15.9,19.2,18.0,17.3,15.9
20260501,パワポケグッド,66.4,48.8,31.8,15.7,17.6,17.0,16.1,15.7
20260501,コスモペンタス,71.2,52.2,34.1,16.8,19.0,18.1,17.3,16.8
