race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010101,20240106,中山,1200,ダ,未勝利,三連単,2→11→16,0.0021,353.2,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,三連単,2→16→11,0.002,356.3,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,三連単,11→2→16,0.002,354.9,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,三連複,2-11-16,0.3353,2.2,0.738,2500,0,0.0,0,0,-2500,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,複勝,2,0.1169,6.8,0.795,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,複勝,11,0.1127,7.1,0.8,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,馬連,2-11,0.2296,3.4,0.781,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010101,20240106,中山,1200,ダ,未勝利,馬連,2-16,0.2226,3.5,0.779,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,三連単,14→6→11,0.0037,197.1,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,三連単,14→11→6,0.0036,200.3,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,三連単,6→14→11,0.0036,200.1,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,三連複,14-6-11,0.3948,1.9,0.75,2500,0,0.0,0,0,-2500,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,複勝,14,0.1443,5.5,0.794,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,複勝,6,0.1316,6.1,0.803,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,馬連,6-14,0.2756,2.8,0.772,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,馬連,11-14,0.2632,2.9,0.763,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,三連単,13→4→10,0.001,755.7,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,三連単,13→10→4,0.001,759.7,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,三連単,4→13→10,0.001,757.1,0.725,800,0,0.0,0,0,-800,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,三連複,13-4-10,0.268,2.8,0.75,2500,0,0.0,0,0,-2500,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,複勝,13,0.0919,8.7,0.799,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,複勝,4,0.0902,8.9,0.803,1200,0,0.0,0,0,-1200,2024-01-06,5,True,12,True
